"Date";"Order ID";"Transaction ID";"Payout report ID";"Payout number";"Position";"Currency";"Payout amount";"Open receivable";"Commission type";"Commission paid to";"Payout on";"Purchase vendor";"Purchase affiliate";"Product ID";"Product name";"Reason";"Voucher";"Sales team";"Commission allocated to";"Purchase created by";"Reseller";
"05/13/2026";"QC9VHNDL";"117063017";"";"";"";"USD";"1.74";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"7YLE2QE61";"117062986";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"2FDPT42A1";"117062943";"";"";"";"USD";"-32.10";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"adsmkt9";"682715";"UP1 - Thermo Burn Pro (9 Bottles)";"Supplements - for slimming";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"L63CMHXX";"117062882";"";"";"";"USD";"1.75";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"R9K76KPL";"117062348";"";"";"";"USD";"3.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"UNYXGROUP";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"4YS3TYDS";"117062011";"";"";"";"USD";"4.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"fialhoca";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"CNPWHNV41";"117059903";"";"";"";"USD";"13.09";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"XD4ZHVL93";"117059784";"";"";"";"USD";"15.28";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"thiagosale";"688490";"UP3 - Flex-ImmuneGuard (3 + 3 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"XD4ZHVL92";"117059756";"";"";"";"USD";"15.92";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"thiagosale";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"XD4ZHVL91";"117059732";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"thiagosale";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"NHRQXLYT2";"117059521";"";"";"";"USD";"15.83";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"NHRQXLYT1";"117059493";"";"";"";"USD";"13.08";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"W43ZW4JA3";"117059319";"";"";"";"USD";"15.17";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688490";"UP3 - Flex-ImmuneGuard (3 + 3 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"W43ZW4JA2";"117059279";"";"";"";"USD";"15.81";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"J34P9DSL2";"117059250";"";"";"";"USD";"15.92";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"W43ZW4JA1";"117059235";"";"";"";"USD";"13.07";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"J34P9DSL1";"117059225";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"ZRDKYY2E2";"117058863";"";"";"";"USD";"15.92";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"ZRDKYY2E1";"117058799";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"NN4WLC6H2";"117056313";"";"";"";"USD";"15.86";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"NN4WLC6H1";"117056297";"";"";"";"USD";"13.11";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"49T339C22";"117056089";"";"";"";"USD";"15.81";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"49T339C21";"117056057";"";"";"";"USD";"13.07";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"AKS5942Z";"117053913";"";"";"";"USD";"-1.04";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"evolute";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"FK265DT7";"117053459";"";"";"";"USD";"17.44";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"";"682715";"UP1 - Thermo Burn Pro (9 Bottles)";"Supplements - for slimming";"";"D21052003-TaukSolutionsTeam";"";"DigiAgent-JessamaeOpoc";"Digistore24 Inc. (United States)";
"05/13/2026";"PUVPDHZD";"117052414";"";"";"";"USD";"1.83";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"XNVEPSCP2";"117052372";"";"";"";"USD";"15.92";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"XNVEPSCP1";"117052356";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"MatheusTB";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"JAWV4N9X";"117052272";"";"";"";"USD";"4.84";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"lcxecom";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"C7ZRJSEF3";"117052020";"";"";"";"USD";"-15.15";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"ppfmtk";"688490";"UP3 - Flex-ImmuneGuard (3 + 3 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"RQ7WRXHT1";"117051856";"";"";"";"USD";"13.13";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"ZZZ74Q2U2";"117051800";"";"";"";"USD";"15.83";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"ZZZ74Q2U1";"117051768";"";"";"";"USD";"13.08";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"2MUNCFVZ3";"117051550";"";"";"";"USD";"15.28";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688490";"UP3 - Flex-ImmuneGuard (3 + 3 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"2MUNCFVZ1";"117051323";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"UV9RTU4U2";"117051307";"";"";"";"USD";"15.84";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"UV9RTU4U1";"117051295";"";"";"";"USD";"13.09";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"WUMARQ9E";"117050656";"";"";"";"USD";"-2.81";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"ppfmtk";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"FF669E721";"117050158";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"AKHEP7T2";"117049493";"";"";"";"USD";"19.03";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"";"682715";"UP1 - Thermo Burn Pro (9 Bottles)";"Supplements - for slimming";"";"D21052003-TaukSolutionsTeam";"";"DigiAgent-AngelDianneRecio";"Digistore24 Inc. (United States)";
"05/13/2026";"5FQYA5TJ1";"117049335";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"45MYKJ9M2";"117049076";"";"";"";"USD";"5.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"MatheusTB";"667692";"UP2 - Glyco Pulse (3 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"45MYKJ9M1";"117049032";"";"";"";"USD";"21.45";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"MatheusTB";"667691";"UP1 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"45MYKJ9M";"117048680";"";"";"";"USD";"4.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"MatheusTB";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"KD4H6JCC";"117048453";"";"";"";"USD";"1.82";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"SMR5SYZE2";"117045937";"";"";"";"USD";"15.92";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"SMR5SYZE1";"117045912";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"RMVJZLSD";"117045494";"";"";"";"USD";"4.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"MisterAds";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"Z2HJZCP4";"117045297";"";"";"";"USD";"-1.04";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"evolute";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"H7FRAXT93";"117045272";"";"";"";"USD";"-15.28";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"";"688490";"UP3 - Flex-ImmuneGuard (3 + 3 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"H7FRAXT91";"117045261";"";"";"";"USD";"-13.16";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"H7FRAXT92";"117045256";"";"";"";"USD";"-15.92";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"UJRHUCZA1";"117044802";"";"";"";"USD";"13.07";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"FN2ZY47H1";"117044659";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"UJRHUCZA";"117044544";"";"";"";"USD";"1.28";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"SCYA4XUK1";"117044386";"";"";"";"USD";"13.10";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"U9H622AE";"117044385";"";"";"";"USD";"2.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"marckkks";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"F7WJ45ZX";"117044271";"";"";"";"USD";"3.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"UNYXGROUP";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"57JJ7ZMY";"117043643";"";"";"";"USD";"2.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"legacyventures";"682714";"M3 - Thermo Burn Pro (6 Bottles)";"Supplements - for slimming";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"94QZRD7A1";"117042616";"";"";"";"USD";"-13.09";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"ppfmtk";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"7JUP3K4W2";"117041961";"";"";"";"USD";"15.83";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"7JUP3K4W1";"117041948";"";"";"";"USD";"13.08";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"PFTW5DUM";"117041738";"";"";"";"USD";"-1.81";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"nitrocompany";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"6SVQXH6H2";"117041055";"";"";"";"USD";"6.25";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686850";"DW1 - NeuroMind Pro (5 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"3DZE2DHR1";"117040916";"";"";"";"USD";"13.08";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"MatheusTB";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"3DZE2DHR";"117040514";"";"";"";"USD";"4.81";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"MatheusTB";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"PE27ZQJM1";"117040025";"";"";"";"USD";"21.30";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"667691";"UP1 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"9CZSVXWL1";"117039811";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"W6AVSMK4";"117039570";"";"";"";"USD";"4.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"fialhoca";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"PS9SL6SM";"117039371";"";"";"";"USD";"-2.48";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"thiagosale";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"JHPCC4EA";"117039026";"";"";"";"USD";"4.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"MisterAds";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"PTHQR52Y1";"117038324";"";"";"";"USD";"13.16";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"Z9V7UPEF1";"117038251";"";"";"";"USD";"21.33";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"667691";"UP1 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"PTHQR52Y";"117038166";"";"";"";"USD";"1.48";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"Z9V7UPEF";"117037727";"";"";"";"USD";"1.83";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"adsmastery";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"ZNN3DLJC1";"117037337";"";"";"";"USD";"13.09";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"NKK6W7XQ";"117037131";"";"";"";"USD";"4.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"Smartadvllc";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"SKNDMJMP";"117033187";"";"";"";"USD";"2.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"cilerioqueiroz";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"ZRXRXAT6";"117032452";"";"";"";"USD";"2.48";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"thiagosale";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"U356ANQA2";"117030964";"";"";"";"USD";"-5.53";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"";"688488";"UP2 - NightCalm (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"U356ANQA1";"117030865";"";"";"";"USD";"-4.58";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"HEW3YF991";"117030640";"";"";"";"USD";"13.08";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"XLTVEYYW2";"117029926";"";"";"";"USD";"6.25";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"686850";"DW1 - NeuroMind Pro (5 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"5VQU4PTY";"117028802";"";"";"";"USD";"3.78";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"UNYXGROUP";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"MMZKUNEQ1";"117028766";"";"";"";"USD";"-13.09";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"ppfmtk";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"94QZRD7A";"117026964";"";"";"";"USD";"-2.83";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"ppfmtk";"686069";"M3 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"EV3F5XFA1";"117026314";"";"";"";"USD";"21.45";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"cilerioqueiroz";"667691";"UP1 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"EV3F5XFA";"117026004";"";"";"";"USD";"2.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"cilerioqueiroz";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"P3NETSHX";"117025860";"";"";"";"USD";"2.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"cilerioqueiroz";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"NVFSU4XK";"117023566";"";"";"";"USD";"2.74";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"marckkks";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"HRT6VT7S";"117022748";"";"";"";"USD";"-2.98";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"adsmastery";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"YHSKWTVZ1";"117022716";"";"";"";"USD";"21.32";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"UNYXGROUP";"667691";"UP1 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"YHSKWTVZ";"117022444";"";"";"";"USD";"3.81";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"UNYXGROUP";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"K3DK5VVC";"117021954";"";"";"";"USD";"-2.74";"0.00";"vendor reserve";"D21052003";"05/14/2026";"D21052003";"marckkks";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"C9E7SS7H1";"117021559";"";"";"";"USD";"21.45";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"UNYXGROUP";"667691";"UP1 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"C9E7SS7H";"117021232";"";"";"";"USD";"3.98";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"UNYXGROUP";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"UXJTVNYM1";"117017187";"";"";"";"USD";"13.08";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"ppfmtk";"686072";"UP1 - NeuroMind Pro (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"UUTVPW35";"117015748";"";"";"";"USD";"2.74";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"marckkks";"667690";"M3 - Glyco Pulse (6 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
"05/13/2026";"Y64PTLUJ3";"117014848";"";"";"";"USD";"15.28";"0.00";"vendor reserve";"D21052003";"07/14/2026";"D21052003";"coralsprings";"688490";"UP3 - Flex-ImmuneGuard (3 + 3 Bottles)";"Supplements - health";"";"";"";"";"Digistore24 Inc. (United States)";
